ID,Date,Temperature,Humidity,Wind_speed,Visibility,Dew.point.temperature
523,2017-12-22,4.9,63,0.6,677,-1.5
524,2017-12-22,5.2,64,0.7,691,-1
525,2017-12-22,5.9,67,1.3,779,0.2
526,2017-12-22,NA,70,2.2,763,1
527,2017-12-22,6.1,70,2.7,806,1
528,2017-12-22,5.8,74,2.5,832,1.5
529,2017-12-23,5.8,75,1.9,788,1.7
530,2017-12-23,5.7,75,1.7,706,1.6
531,2017-12-23,5.6,76,1.6,641,1.6
532,2017-12-23,NA,77,1.6,583,1.6
533,2017-12-23,5.3,79,NA,506,1.9
534,2017-12-23,5,81,1.2,425,2
535,2017-12-23,5.1,81,1.3,375,2.1
536,2017-12-23,NA,82,0.7,334,2.2
537,2017-12-23,5.1,83,0.9,297,2.4
538,2017-12-23,5.2,84,0.7,226,2.7
539,2017-12-23,5.4,82,1.2,215,2.5
540,2017-12-23,5.7,81,1.1,192,2.6
541,2017-12-23,7,72,1.9,246,2.2
542,2017-12-23,7.7,68,1,249,2.1
543,2017-12-23,8.6,63,1.6,263,1.9
544,2017-12-23,8.6,64,1.5,269,2.1
545,2017-12-23,8.2,64,1,281,1.7
546,2017-12-23,7.7,67,0.9,264,1.9
547,2017-12-23,6.6,73,0.4,229,2
548,2017-12-23,6,76,1.1,219,2
549,2017-12-23,5.9,75,1.5,222,1.7
550,2017-12-23,5.6,77,0.9,212,1.8
551,2017-12-23,5.3,79,0.6,200,1.9
552,2017-12-23,5.5,80,0.6,185,2.3
553,2017-12-24,5.6,78,0.6,196,2
554,2017-12-24,5.6,78,0.5,197,2
555,2017-12-24,5.4,80,0.9,190,2.2
556,2017-12-24,5.2,82,0.8,190,2.3
557,2017-12-24,5.2,82,0.7,189,2.3
558,2017-12-24,5.1,82,0.6,185,2.2
559,2017-12-24,4.9,84,1.3,159,2.4
560,2017-12-24,4.7,89,1.1,100,3
561,2017-12-24,4.6,91,1.7,95,3.2
562,2017-12-24,4.6,94,0.9,90,3.7
563,2017-12-24,4.8,96,0.6,87,4.2
564,2017-12-24,4.6,95,0.8,156,3.8
565,2017-12-24,4.1,91,0.8,404,2.7
566,2017-12-24,3.7,90,0.7,744,2.2
567,2017-12-24,3.3,90,2.5,561,1.8
568,2017-12-24,2.9,90,2,380,1.4
569,2017-12-24,2.3,91,3.3,270,0.9
570,2017-12-24,2.2,86,NA,605,0
571,2017-12-24,1.9,82,4.3,699,-0.8
572,2017-12-24,1.1,68,4.4,695,-4.1
573,2017-12-24,0.6,67,3.3,506,-4.8
574,2017-12-24,0.4,69,3.5,477,-4.6
575,2017-12-24,0.2,69,2.7,565,-4.8
576,2017-12-24,0,63,3.2,884,-6.2
577,2017-12-25,-0.6,64,2.4,1010,-6.5
578,2017-12-25,-1.2,57,4.3,1429,-8.6
579,2017-12-25,-1.8,53,4.1,1825,-10.1
580,2017-12-25,-2.3,52,3.4,1947,-10.8
581,2017-12-25,-3,51,3.2,2000,-11.7
582,2017-12-25,-3.7,51,2.6,2000,-12.3
583,2017-12-25,-4.1,50,3,2000,-13
584,2017-12-25,-4.6,46,2.8,2000,-14.4
585,2017-12-25,-4.9,44,3,2000,-15.3
586,2017-12-25,-4.6,40,3.5,2000,-16.1
587,2017-12-25,-3.7,35,3.7,1937,-16.9
588,2017-12-25,-2.8,35,2.9,1984,-16.1
589,2017-12-25,-1.6,33,2.5,1874,-15.8
590,2017-12-25,-1.5,33,3.8,2000,-15.7
591,2017-12-25,-0.4,31,2,2000,-15.5
592,2017-12-25,0.4,28,2.5,2000,-16
593,2017-12-25,0.4,27,2,2000,-16.4
594,2017-12-25,-0.7,29,2,2000,-16.5
595,2017-12-25,-1.6,33,2,2000,-15.8
596,2017-12-25,-1.8,41,2.1,2000,-13.3
597,2017-12-25,-2.1,49,1.7,2000,-11.4
598,2017-12-25,-1.7,51,1.7,2000,-10.5
599,2017-12-25,-1.3,53,1.7,2000,-9.6
600,2017-12-25,-1,55,1.9,2000,-8.9
601,2017-12-26,-1.4,58,1,1880,-8.6
602,2017-12-26,-1.5,62,1.3,2000,-7.8
603,2017-12-26,-2.1,69,1,1995,-7
604,2017-12-26,-2.6,70,1,1992,-7.3
605,2017-12-26,-2.6,72,1.4,1929,-6.9
606,2017-12-26,-2.9,77,0.8,1833,-6.3
607,2017-12-26,-2.8,73,0.7,1906,-6.9
608,2017-12-26,-2.9,73,1.9,1911,-7
609,2017-12-26,-2.7,68,2.2,1919,-7.7
610,2017-12-26,-2.8,52,2.9,1895,-11.3
611,2017-12-26,-2.2,36,4.1,1930,-15.2
612,2017-12-26,-2.1,28,4.9,1887,-18.2
613,2017-12-26,-1.3,23,4,2000,-19.8
614,2017-12-26,-2,15,4.7,1970,-25.2
615,2017-12-26,-1.6,20,4.3,2000,-21.6
616,2017-12-26,-1.9,17,5,2000,-23.7
617,2017-12-26,-1.9,17,3.3,2000,-23.7
618,2017-12-26,-3.6,20,3.7,2000,-23.3
619,2017-12-26,-4.7,23,3.4,2000,-22.7
620,2017-12-26,-5.4,27,3,2000,-21.5
621,2017-12-26,-6.1,32,4.7,2000,-20.1
622,2017-12-26,-6.6,39,3.2,2000,-18.2
623,2017-12-26,-7.2,38,3.1,2000,-19.1
624,2017-12-26,-7.5,37,3.1,2000,-19.7
625,2017-12-27,-7.9,37,2.2,2000,-20
626,2017-12-27,-8.2,39,1.8,2000,-19.7
627,2017-12-27,-8.6,37,1.5,2000,-20.7
628,2017-12-27,-9.1,37,1,2000,-21.1
629,2017-12-27,-9.1,33,2.3,2000,-22.4
630,2017-12-27,-9.4,36,1.9,2000,-21.7
631,2017-12-27,-9.8,37,1.7,2000,-21.7
632,2017-12-27,-10.1,38,2.3,2000,-21.7
633,2017-12-27,-10.2,35,1.8,2000,-22.7
634,2017-12-27,-9.8,33,2,1997,-23
635,2017-12-27,-8.5,29,2.4,1992,-23.4
636,2017-12-27,-6.8,28,2.1,1986,-22.3
637,2017-12-27,-5.5,21,2.1,1941,-24.4
638,2017-12-27,-4.7,18,3.7,2000,-25.4
639,2017-12-27,-4,18,2.4,2000,-24.8
640,2017-12-27,-3.1,16,2.2,2000,-25.4
641,2017-12-27,-3.2,23,2.7,2000,-21.4
642,2017-12-27,-4.2,26,2.2,2000,-20.8
643,2017-12-27,-5.2,32,2.2,2000,-19.3
644,2017-12-27,-5.5,31,2.1,2000,-19.9
645,2017-12-27,-5.9,34,0.9,2000,-19.2
646,2017-12-27,-6.4,34,1.2,2000,-19.7
647,2017-12-27,-6.4,36,1.3,2000,-19
648,2017-12-27,-6.3,39,0.9,2000,-18
649,2017-12-28,-6.5,41,1.7,2000,-17.6
650,2017-12-28,-6.6,39,1.4,2000,-18.2
651,2017-12-28,-6.6,34,1.8,2000,-19.8
652,2017-12-28,-6,32,2.5,2000,-20
653,2017-12-28,-5.8,32,1.6,2000,-19.8
654,2017-12-28,-5.7,28,1.2,2000,-21.3
655,2017-12-28,-5.5,24,0.5,2000,-22.9
656,2017-12-28,-5,31,0.5,2000,-19.5
657,2017-12-28,-4.7,30,0.6,2000,-19.6
658,2017-12-28,-4.3,38,0.7,1877,-16.5
659,2017-12-28,-3.4,33,1.3,1863,-17.4
660,2017-12-28,-2.1,34,1,1868,-15.8
661,2017-12-28,-0.8,38,1,1686,-13.3
662,2017-12-28,0.8,46,1.4,1598,-9.5
663,2017-12-28,0.8,55,1.8,1132,-7.2
664,2017-12-28,NA,57,2.4,1179,-7.1
665,2017-12-28,0.3,57,2.3,1204,-7.2
666,2017-12-28,0.2,58,2,1159,-7.1
667,2017-12-28,-0.6,62,1.6,1129,-6.9
668,2017-12-28,-0.4,62,0.9,1103,-6.8
669,2017-12-28,-0.3,62,1.3,1040,-6.7
670,2017-12-28,-0.2,62,0.6,986,-6.6
671,2017-12-28,0,63,1.3,968,-6.2
672,2017-12-28,0.1,63,1.1,1003,-6.1
673,2017-12-29,0.2,63,0.7,925,-6
674,2017-12-29,0.3,63,0.7,760,-5.9
675,2017-12-29,0.5,63,1,691,-5.7
676,2017-12-29,0.6,NA,0.4,731,-5.4
677,2017-12-29,0.6,65,0.4,712,-5.2
678,2017-12-29,0.7,66,0.7,687,-4.9
679,2017-12-29,0.8,68,0.6,673,-4.4
680,2017-12-29,0.9,67,0.6,658,-4.5
681,2017-12-29,1,68,0.6,624,-4.2
682,2017-12-29,1.2,67,0.2,591,-4.2
683,2017-12-29,1.9,65,0.3,562,-3.9
684,2017-12-29,3.1,62,1.1,517,-3.4
685,2017-12-29,4.3,62,1.6,472,-2.3
686,2017-12-29,5.2,58,2.5,435,-2.4
687,2017-12-29,5.7,54,3.5,418,-2.9
688,2017-12-29,5.7,53,2.7,408,-3.1
689,2017-12-29,5.4,56,2.2,396,-2.6
690,2017-12-29,4.5,59,1.6,384,-2.8
691,2017-12-29,3.6,62,1.4,389,-3
692,2017-12-29,2.7,68,1.2,348,-2.6
693,2017-12-29,1.7,73,0.5,332,-2.6
694,2017-12-29,1,77,1.5,297,-2.5
695,2017-12-29,0.8,77,1.4,293,-2.7
696,2017-12-29,0.3,80,0.8,264,-2.7
697,2017-12-30,-0.4,83,1.2,247,-2.9
698,2017-12-30,-0.5,83,0.7,244,-3
699,2017-12-30,-0.9,84,0.6,230,-3.2
700,2017-12-30,-1.1,83,0.8,237,-3.6
701,2017-12-30,-1.1,83,0.7,242,-3.6
702,2017-12-30,-1.2,81,0.8,258,-4
703,2017-12-30,-1.1,81,1,253,-3.9
704,2017-12-30,-0.7,79,0.7,259,-3.8
705,2017-12-30,-0.4,78,0.5,249,-3.7
706,2017-12-30,0.2,76,1.3,249,-3.5
707,2017-12-30,0.8,73,0.5,248,-3.4
708,2017-12-30,2,69,1,257,-3.1
709,2017-12-30,3.2,64,0.8,258,-2.9
710,2017-12-30,4,62,1,256,-2.6
711,2017-12-30,4.3,60,1.2,272,-2.7
712,2017-12-30,4.3,61,0.7,274,-2.5
713,2017-12-30,4.1,63,0.7,263,-2.3
714,2017-12-30,3.8,64,0.9,250,-2.3
715,2017-12-30,3,84,1.7,137,0.5
716,2017-12-30,2.3,89,0.6,96,0.6
717,2017-12-30,1.9,NA,0.9,88,0.4
718,2017-12-30,1.8,92,1.1,109,0.6
719,2017-12-30,NA,92,1.2,94,0.6
720,2017-12-30,1.4,92,1.9,73,0.2
721,2017-12-31,0.9,95,1.8,63,0.1
722,2017-12-31,0.5,95,2.1,79,-0.2
723,2017-12-31,0.4,95,1.7,110,-0.3
724,2017-12-31,0.3,91,NA,172,-1
725,2017-12-31,-0.2,87,3.5,246,-2.1
726,2017-12-31,-0.8,85,2.8,329,-3
727,2017-12-31,-1.3,84,2.4,425,-3.6
728,2017-12-31,-1.8,86,1.7,367,-3.8
729,2017-12-31,-2.1,86,1.4,354,-4.1
730,2017-12-31,-1.9,82,1.6,410,-4.5
731,2017-12-31,-0.5,NA,1.7,609,-4.7
732,2017-12-31,0.8,62,2.8,801,-5.6
733,2017-12-31,NA,47,4.5,1388,-8.7
734,2017-12-31,2.5,36,3.7,1578,-11
735,2017-12-31,3,28,3.8,1956,-13.7
736,2017-12-31,3.1,25,3.9,2000,-15
737,2017-12-31,2.7,26,2.7,2000,-14.9
738,2017-12-31,1.7,30,2.9,2000,-14
739,2017-12-31,0.7,31,2.3,2000,-14.5
740,2017-12-31,0,31,2.2,2000,-15.1
741,2017-12-31,-1,32,0.9,2000,-15.6
742,2017-12-31,-1.6,35,1,2000,-15.1
743,2017-12-31,-2.1,36,1.7,2000,-15.2
744,2017-12-31,-2.6,40,0.6,2000,-14.3
745,2018-01-01,-3.2,40,0.5,1358,-14.9
746,2018-01-01,-3.3,41,0.7,2000,-14.7
747,2018-01-01,-3.7,42,0.9,2000,-14.7
748,2018-01-01,-4,44,1,2000,-14.4
749,2018-01-01,-4.2,53,1.1,1994,-12.3
750,2018-01-01,-4.4,54,0.8,1786,-12.3
751,2018-01-01,-4.5,51,1.1,2000,-13.1
752,2018-01-01,-4.7,56,1.1,2000,-12.1
753,2018-01-01,-5,55,1,2000,-12.6
754,2018-01-01,-4.3,39,0.7,1973,-16.2
755,2018-01-01,-1.6,32,0.8,1766,-16.1
756,2018-01-01,0.1,27,2.2,1874,-16.7
757,2018-01-01,1.5,20,2.8,1992,-19
758,2018-01-01,2.4,22,2.3,1921,-17.2
759,2018-01-01,3.7,24,2.1,1906,-15
760,2018-01-01,3,27,2.9,1715,-14.2
761,2018-01-01,3,28,2.5,1864,-13.7
762,2018-01-01,1.8,33,3.3,1913,-12.8
763,2018-01-01,0.8,34,1.9,1887,-13.3
764,2018-01-01,-0.1,39,1.3,1911,-12.4
765,2018-01-01,-0.3,40,1.2,1936,-12.2
766,2018-01-01,-0.9,44,1.2,1871,-11.6
767,2018-01-01,-1.3,48,0.8,1927,-10.9
768,2018-01-01,-1.6,51,0.7,1882,-10.4
769,2018-01-02,-1.8,54,1.1,1772,-9.8
770,2018-01-02,-2.1,56,0.8,1732,-9.7
771,2018-01-02,-2.3,62,0.9,1560,NA
772,2018-01-02,-2.5,62,0.4,1626,-8.7
773,2018-01-02,-2.7,67,0.5,1302,-7.9
774,2018-01-02,-3.1,67,0.6,1384,-8.3
775,2018-01-02,-3.2,67,0.4,1409,-8.4
776,2018-01-02,-3.2,69,0.5,1249,-8
777,2018-01-02,-3.4,71,0.8,1179,-7.9
778,2018-01-02,-3.1,66,0.2,1168,-8.5
779,2018-01-02,-1.4,50,1.9,1355,-10.5
780,2018-01-02,-0.4,40,2.3,1633,-12.3
781,2018-01-02,0.9,29,1.9,1761,-15.1
782,2018-01-02,1.5,23,3.6,1970,-17.4
783,2018-01-02,1.7,20,4.4,1995,-18.9
784,2018-01-02,1.5,22,3,1998,-17.9
785,2018-01-02,NA,23,2.9,2000,-17.6
786,2018-01-02,0.3,27,2.6,2000,-16.5
787,2018-01-02,-0.8,24,2.3,2000,-18.9
788,2018-01-02,-1.3,28,2.4,2000,-17.5
789,2018-01-02,-1.9,26,2.2,2000,-18.9
790,2018-01-02,-2.6,28,2,2000,-18.6
791,2018-01-02,-3.4,33,2.4,2000,-17.4
792,2018-01-02,-3.8,35,2.3,2000,-17
793,2018-01-03,-4.3,38,1.4,2000,-16.5
794,2018-01-03,-5,42,1.2,1993,-15.9
795,2018-01-03,-5.5,43,2,2000,-16.1
796,2018-01-03,-6.1,45,1.3,1999,-16.1
797,2018-01-03,-6.1,NA,2.3,2000,-16.1
798,2018-01-03,-6.4,47,2.4,1981,-15.8
799,2018-01-03,-6.7,48,2.4,1991,-15.9
800,2018-01-03,-6.9,48,2.4,1974,-16
801,2018-01-03,-7,49,1.5,1971,-15.9
802,2018-01-03,-6.8,44,1.7,1858,-17
803,2018-01-03,-5.6,38,2.9,1752,-17.6
804,2018-01-03,-4.5,36,3.2,1736,-17.3
805,2018-01-03,-3.4,32,3.1,1706,-17.7
806,2018-01-03,-2.2,31,2.3,1910,-17
807,2018-01-03,-1.5,30,2.8,1903,-16.8
808,2018-01-03,-1.1,29,2.8,1976,-16.9
809,2018-01-03,-0.4,30,2,2000,-15.9
810,2018-01-03,-1.9,35,1.8,2000,-15.3
811,2018-01-03,-3.1,39,2.1,2000,-15.1
812,2018-01-03,-3.7,41,2,2000,-15
813,2018-01-03,-3.9,44,2.5,2000,-14.3
814,2018-01-03,-4.3,47,2.8,1997,-13.9
815,2018-01-03,-5.2,53,1.3,1969,-13.3
816,2018-01-03,-5.9,54,0.8,1968,-13.7
817,2018-01-04,-6.3,54,1.4,1990,-14.1
818,2018-01-04,NA,56,2.3,1994,-14.2
819,2018-01-04,-7.3,57,2,1978,-14.3
820,2018-01-04,-7.4,54,1.7,1968,-15.1
821,2018-01-04,-7.5,55,1.3,1984,-15
822,2018-01-04,-7.6,49,1.3,2000,NA
823,2018-01-04,-7.6,47,2.3,2000,-16.9
824,2018-01-04,-8.1,51,0.5,1987,-16.4
825,2018-01-04,-8.6,55,0.6,1984,-16
826,2018-01-04,-7.9,48,1.2,1926,-17
827,2018-01-04,-6.4,43,1,1872,-16.9
828,2018-01-04,-4.4,40,0.8,1671,-16
829,2018-01-04,-2.9,33,0.9,1813,-16.9
830,2018-01-04,-2,32,1,1864,-16.5
831,2018-01-04,-0.8,32,1.4,1846,-15.4
832,2018-01-04,-1.2,31,0.8,1732,-16.2
833,2018-01-04,-1.4,34,1.8,1719,-15.2
834,2018-01-04,-2.1,37,1.4,1591,-14.8
835,2018-01-04,-2.6,38,1.4,1604,-14.9
836,2018-01-04,-2.7,39,1.4,1616,-14.7
837,2018-01-04,-2.8,39,1.7,1702,-14.8
838,2018-01-04,-3.1,41,2,1742,-14.5
839,2018-01-04,-3.6,46,1.3,1689,-13.5
840,2018-01-04,-4,48,1.5,1536,-13.4
841,2018-01-05,-4.7,52,1.8,1611,-13
842,2018-01-05,-5.1,51,1.5,1550,-13.6
843,2018-01-05,-5.3,52,1.6,1481,-13.6
844,2018-01-05,-5.5,56,1.1,1453,-12.9
845,2018-01-05,-5.1,55,1.7,1266,-12.7
846,2018-01-05,-5.1,55,1.5,1452,-12.7
847,2018-01-05,-5.1,54,1.3,1346,-12.9
848,2018-01-05,-5.3,53,1.1,1300,-13.4
849,2018-01-05,-5.3,51,1,1319,-13.8
850,2018-01-05,-4.7,49,1.2,1550,-13.8
851,2018-01-05,-3.3,50,1.3,1407,-12.2
852,2018-01-05,-0.7,45,1.5,1429,-11.1
853,2018-01-05,-0.3,45,2.2,1066,-10.8
854,2018-01-05,0.9,43,2,1112,-10.2
855,2018-01-05,1.4,41,2,1003,-10.4
856,2018-01-05,1.5,34,2.8,1776,-12.6
857,2018-01-05,1,34,2.9,2000,-13.1
858,2018-01-05,NA,45,3.3,1827,-11
859,2018-01-05,-1.8,44,2.2,1709,-12.4
860,2018-01-05,-2.5,49,0.6,1436,-11.7
861,2018-01-05,-3.4,51,1.1,1391,-12.1
862,2018-01-05,-3.5,53,0.9,1353,-11.7
863,2018-01-05,-3.8,53,1.3,1300,-12
864,2018-01-05,-3.6,50,1.9,1284,-12.5
865,2018-01-06,-4.3,52,1.6,1247,-12.7
866,2018-01-06,-4.8,54,1.2,1219,-12.7
867,2018-01-06,NA,56,1.4,1285,-12.9
868,2018-01-06,-5.6,56,1,1367,-13
869,2018-01-06,-5.9,61,1.1,1260,-12.2
870,2018-01-06,-6.1,64,1,1231,-11.8
871,2018-01-06,-6.5,67,0.7,1175,-11.6
872,2018-01-06,-6.6,65,1,1320,-12
873,2018-01-06,-6.5,62,1.1,1503,-12.5
874,2018-01-06,-5.8,49,1.4,1728,-14.8
875,2018-01-06,-3.5,39,2,1946,-15.4
876,2018-01-06,-1.6,35,2.1,1812,-15.1
877,2018-01-06,0,35,2.3,1672,-13.6
878,2018-01-06,NA,28,2.4,1895,-15.6
879,2018-01-06,1.8,29,2,1693,-14.3
880,2018-01-06,2.3,27,2.2,1877,-14.8
881,2018-01-06,2.7,27,2.2,1811,-14.4
882,2018-01-06,1.1,31,1.7,1989,-14.1
883,2018-01-06,-0.6,37,1.6,1797,-13.5
884,2018-01-06,-1.2,37,1.2,1663,-14
885,2018-01-06,-2.1,41,1.1,1578,-13.6
886,2018-01-06,-2.5,47,0.8,1495,-12.2
887,2018-01-06,-2.6,47,1.6,1492,-12.3
888,2018-01-06,-3.2,50,0.8,1429,-12.1
889,2018-01-07,-3.8,48,0.7,1574,-13.2
890,2018-01-07,-3.9,51,0.2,1535,-12.5
891,2018-01-07,-4.4,53,0.3,1594,-12.5
892,2018-01-07,-4.8,56,0.6,1505,-12.2
893,2018-01-07,-5.1,60,0.7,1377,-11.6
894,2018-01-07,-5.6,58,0.7,1350,-12.5
895,2018-01-07,-5.5,52,0.7,1503,-13.8
896,2018-01-07,-5.6,58,0.9,1368,-12.5
897,2018-01-07,-5.3,53,1.1,1411,-13.4
898,2018-01-07,-3.8,49,1.6,1371,-12.9
899,2018-01-07,-1.8,40,1.8,1555,-13.6
900,2018-01-07,0.5,35,1.4,1558,-13.2
901,2018-01-07,1.1,34,0.9,1455,-13
902,2018-01-07,1.4,34,0.8,1394,-12.7
903,2018-01-07,1.9,32,0.7,1368,-13
904,2018-01-07,2.7,31,0.9,1603,-12.7
905,2018-01-07,2.6,32,1,1381,-12.4
906,2018-01-07,2.3,33,0.2,1515,-12.3
907,2018-01-07,1.8,34,1.2,1518,-12.4
908,2018-01-07,1.6,35,1,1419,-12.2
909,2018-01-07,1.3,38,0.4,1386,-11.4
910,2018-01-07,1.2,39,0.6,1378,-11.2
911,2018-01-07,1.1,40,0.5,1305,-11
912,2018-01-07,1.1,39,0.6,1422,-11.3
913,2018-01-08,0.9,42,1.1,1271,-10.5
914,2018-01-08,0.9,42,0.2,1333,-10.5
915,2018-01-08,0.8,42,0.5,1275,-10.6
916,2018-01-08,0.9,43,0.4,1261,-10.2
917,2018-01-08,1,43,0.8,1253,-10.2
918,2018-01-08,0.8,42,1,1394,-10.6
919,2018-01-08,0.8,45,0.7,1268,-9.8
920,2018-01-08,0.7,44,0.8,1357,-10.1
921,2018-01-08,0.7,45,0.7,1339,-9.9
922,2018-01-08,0.8,47,0.9,1070,-9.2
923,2018-01-08,1.3,43,0.8,971,-9.9
924,2018-01-08,1.7,37,0.6,1062,-11.4
925,2018-01-08,2.7,33,2.7,1281,-12
926,2018-01-08,3,32,1.6,1518,-12.1
927,2018-01-08,3.4,31,1.4,1267,-12.1
928,2018-01-08,3.9,33,1.8,1293,-10.9
929,2018-01-08,3.5,36,1.7,1702,-10.2
930,2018-01-08,2.7,50,2.8,1957,-6.7
931,2018-01-08,1.5,70,2.5,638,-3.3
932,2018-01-08,0.9,88,1.6,290,-0.8
933,2018-01-08,1,89,1.9,407,-0.6
934,2018-01-08,0.7,NA,6.7,692,-2.8
935,2018-01-08,0.1,68,4.6,740,-5.1
936,2018-01-08,-0.6,62,4.2,936,-6.9
937,2018-01-09,-1.2,67,4.6,983,-6.5
938,2018-01-09,-1.9,69,5,791,-6.8
939,2018-01-09,-2.9,66,3.3,1515,-8.3
940,2018-01-09,-3.4,67,3.2,1420,-8.6
941,2018-01-09,-4.3,59,4.4,1451,-11.1
942,2018-01-09,-5.1,48,3.2,1821,-14.4
943,2018-01-09,-5.6,52,3.7,1785,-13.9
944,2018-01-09,-5.9,57,3.1,1686,-13
945,2018-01-09,-6,64,3.2,1384,-11.7
946,2018-01-09,-6,61,2.5,1547,-12.3
947,2018-01-09,-4.8,57,3,1559,-12
948,2018-01-09,-3.9,51,4.5,1746,-12.5
949,2018-01-09,-2.7,45,2.4,1707,-13
950,2018-01-09,-2.6,45,4,1663,-12.9
951,2018-01-09,-1.8,45,3.7,1922,-12.1
952,2018-01-09,-2.4,51,4.6,1458,-11.1
953,2018-01-09,-2.4,56,3.3,1541,-9.9
954,2018-01-09,-2.9,66,3.6,743,-8.3
955,2018-01-09,-3.8,58,1.7,1996,-10.8
956,2018-01-09,-4.5,57,0.6,2000,-11.7
957,2018-01-09,-4.9,59,0.6,1992,-11.6
958,2018-01-09,-4.8,59,0.9,2000,-11.6
959,2018-01-09,-4.2,67,1.6,503,-9.4
960,2018-01-09,-4.9,80,0.7,690,-7.8
961,2018-01-10,-5.2,82,0.8,152,-7.7
962,2018-01-10,-5.6,75,1.7,1982,-9.3
963,2018-01-10,-5.7,72,1.2,1925,-9.9
964,2018-01-10,-6.1,70,1.1,2000,-10.6
965,2018-01-10,-6.6,72,2.2,2000,-10.8
966,2018-01-10,-7.3,NA,1.6,2000,-10.9
967,2018-01-10,-7.7,74,1.1,2000,-11.5
968,2018-01-10,-8,70,1.8,2000,-12.5
969,2018-01-10,-7.9,67,2.6,1896,-12.9
970,2018-01-10,-7.7,62,3.6,1637,-13.7
971,2018-01-10,-6.9,53,3.2,1576,-14.8
972,2018-01-10,-6.4,49,4.5,1759,-15.3
973,2018-01-10,-5.6,44,4.5,1830,-15.9
974,2018-01-10,-5.1,43,4.7,1901,-15.7
975,2018-01-10,-5.3,37,5.3,2000,-17.7
976,2018-01-10,-5.3,33,4.8,2000,-19
977,2018-01-10,-5.4,30,3.9,2000,-20.2
978,2018-01-10,-6.5,34,4,2000,-19.8
979,2018-01-10,-7.8,32,4.5,2000,-21.6
980,2018-01-10,-8.5,35,2.9,2000,-21.2
981,2018-01-10,-8.9,41,2.3,2000,-19.7
982,2018-01-10,-9.4,47,2,2000,-18.6
983,2018-01-10,-9.7,51,2.8,2000,-17.9
984,2018-01-10,-10.2,53,3.3,1997,-17.9
985,2018-01-11,-10.3,54,2.4,1988,-17.8
986,2018-01-11,-10.6,55,2.9,1987,-17.9
987,2018-01-11,-10.9,57,2.7,1900,-17.7
988,2018-01-11,-11.2,59,2.9,1872,-17.6
989,2018-01-11,-11.5,57,2.3,1899,-18.3
990,2018-01-11,-11.9,61,1.8,1759,-17.9
991,2018-01-11,-12,61,2.3,1709,-18
992,2018-01-11,-12.3,59,2.3,1738,-18.6
993,2018-01-11,-12.6,61,1.6,1610,-18.5
994,2018-01-11,-12,53,2.6,1781,-19.6
995,2018-01-11,-11.1,46,3.7,1638,-20.4
996,2018-01-11,-10.2,41,3.5,1629,-20.9
997,2018-01-11,-8.6,40,2.6,1700,-19.8
998,2018-01-11,-8.6,41,3.4,1593,-19.5
999,2018-01-11,-7.4,38,3.3,1718,-19.3
1000,2018-01-11,-8.3,42,3.8,1745,-18.9
1001,2018-01-11,-8.2,39,2.8,1807,-19.7
1002,2018-01-11,-9.3,43,2.8,1900,-19.6
1003,2018-01-11,-10.4,43,2.3,1985,-20.6
1004,2018-01-11,-10.9,44,3,2000,-20.7
1005,2018-01-11,-11.6,49,1.8,1953,-20.1
1006,2018-01-11,-12.4,51,2.2,1992,-20.4
1007,2018-01-11,-12.9,52,2.8,2000,-20.7
1008,2018-01-11,-13.2,51,1.5,1972,-21.2
1009,2018-01-12,-13.6,49,1.6,2000,-22
1010,2018-01-12,-13.7,47,3,2000,-22.6
1011,2018-01-12,-13.8,43,2.6,2000,-23.7
1012,2018-01-12,-14.1,45,1.8,2000,-23.4
1013,2018-01-12,-14.3,45,2,2000,-23.6
1014,2018-01-12,-14.6,45,1.1,2000,-23.9
1015,2018-01-12,-14.9,45,2.3,2000,-24.2
1016,2018-01-12,-15.1,45,0.9,2000,-24.4
1017,2018-01-12,-15.1,44,1.2,2000,-24.6
1018,2018-01-12,-14.9,40,1.2,NA,-25.5
1019,2018-01-12,-13,37,2.2,1960,-24.6
1020,2018-01-12,-11.2,31,2.4,1944,-25
1021,2018-01-12,-9.6,27,2,1945,-25.1
1022,2018-01-12,-8.2,29,2,1920,-23.1
1023,2018-01-12,-7.2,28,2.3,1990,-22.6
1024,2018-01-12,-6.5,26,2.4,1987,-22.8
1025,2018-01-12,-5.8,21,1.1,2000,-24.6
1026,2018-01-12,-6.5,22,1.5,2000,-24.7
1027,2018-01-12,-7.5,28,2,2000,-22.9
1028,2018-01-12,-8.2,32,1.1,2000,-22
1029,2018-01-12,-7.9,31,1.4,2000,-22.1
1030,2018-01-12,-7.4,33,1.4,2000,-20.9
1031,2018-01-12,-6.9,39,1.6,2000,-18.5
1032,2018-01-12,-6.7,36,1.3,1821,-19.3
1033,2018-01-13,-6.6,39,1.6,1930,-18.2
1034,2018-01-13,-6.5,45,0.5,1964,-16.4
1035,2018-01-13,-6.4,40,0.9,2000,-17.8
1036,2018-01-13,-6.5,42,0.7,1996,-17.3
1037,2018-01-13,-6.4,46,0.8,1993,-16.1
1038,2018-01-13,-6.3,51,0.8,2000,-14.8
1039,2018-01-13,-6.4,59,0.6,887,-13.1
1040,2018-01-13,-6.5,68,0.6,571,-11.4
1041,2018-01-13,-6.5,72,0.8,670,-10.7
1042,2018-01-13,-6.3,76,0.6,330,-9.8
1043,2018-01-13,-5.5,72,0.7,1354,-9.7
