ID,Date,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew.point.temperature,Solar_Radiation,Rainfall,Snowfall
390,2017-12-17,5,-9.7,41,3.1,2000,-20.5,0,0,0
391,2017-12-17,6,-9.9,42,2.3,2000,-20.4,0,0,0
392,2017-12-17,7,-10.2,42,2.3,2000,-20.6,0,0,0
393,2017-12-17,8,-10.7,43,NA,2000,-20.8,0,0,0
394,2017-12-17,9,-10.5,38,1.1,1950,-22.1,0.19,0,0
395,2017-12-17,10,-8.5,31,1.5,1997,-22.6,0.58,0,0
396,2017-12-17,11,-7.2,29,1.8,1926,-22.2,0.88,0,0
397,2017-12-17,12,-4.9,25,2.6,1966,-21.9,1.08,0,0
398,2017-12-17,13,-4.5,25,3.2,1989,-21.6,1.14,0,0
399,2017-12-17,14,-3.2,26,3.1,1933,-20,1.07,0,0
400,2017-12-17,15,-2.5,28,2,2000,-18.5,0.85,0,0
401,2017-12-17,16,-2.7,31,2.3,2000,-17.5,0.54,0,0
402,2017-12-17,17,-3.8,35,2.4,2000,-17,0.17,0,0
403,2017-12-17,18,-4.7,37,1.8,2000,-17.2,0.01,0,0
404,2017-12-17,19,-5.6,39,1.1,2000,-17.3,0,0,0
405,2017-12-17,20,-6,42,0.8,2000,-16.8,0,0,0
406,2017-12-17,21,-6.5,45,0.7,2000,-16.4,0,0,0
407,2017-12-17,22,-6.6,50,0.6,1990,-15.3,0,0,NA
408,2017-12-17,23,-6.9,53,0.7,2000,-14.8,0,0,0
409,2017-12-18,0,-5.9,50,0.6,2000,-14.6,0,0,0
410,2017-12-18,1,-5.3,48,0.4,1664,-14.6,0,0,0
411,2017-12-18,2,-5,65,0.4,990,-10.5,0,0,0.2
412,2017-12-18,3,-5.3,76,1,767,-8.8,0,0.3,0.5
413,2017-12-18,4,-5.4,81,0.7,270,-8.1,0,0,0.7
414,2017-12-18,5,-5.3,81,0.9,923,-8,0,0,0.8
415,2017-12-18,6,-5.2,85,0.9,271,-7.3,0,0.4,1.3
416,2017-12-18,7,-5,85,0.7,186,-7.1,0,0,1.8
417,2017-12-18,8,-4.6,86,1.2,508,-6.5,0,0,2
418,2017-12-18,9,NA,89,1,59,-5.8,0,1.6,4
419,2017-12-18,10,-3.7,87,1,541,-5.5,0.03,0,4.8
420,2017-12-18,11,-2.9,85,1.2,243,-5,0.06,0,4.8
421,2017-12-18,12,-1.8,83,1.2,351,-4.3,0.09,1.1,5.1
422,2017-12-18,13,-0.9,84,1.2,333,-3.2,0.09,0,5
423,2017-12-18,14,0.5,76,0.9,364,-3.2,0.17,0,4.2
424,2017-12-18,15,1.6,73,0.9,421,-2.7,0.6,0,3.2
425,2017-12-18,16,1.8,76,0.8,410,-1.9,0.47,0,2.7
426,2017-12-18,17,0.4,84,0.8,317,-1.9,0.15,0,2.7
427,2017-12-18,18,0,88,0.6,277,-1.7,0,0,2.7
428,2017-12-18,19,1.3,65,1.1,1122,-4.5,0,0,2.7
429,2017-12-18,20,3.3,65,3.2,1172,-2.6,0,0,2.7
430,2017-12-18,21,2.8,73,2.4,831,-1.5,0,0,2.6
431,2017-12-18,22,1.5,82,2.4,537,-1.2,0,0,2.6
432,2017-12-18,23,0.1,81,2.9,551,-2.7,0,0,2.6
433,2017-12-19,0,-1,73,2.3,881,-5.2,0,0,2.6
434,2017-12-19,1,-2,72,0.8,979,-6.3,0,0,2.6
435,2017-12-19,2,-2.7,72,0.9,990,-7,0,0,2.6
436,2017-12-19,3,-2.8,NA,1.6,1315,-9.9,0,0,2.6
437,2017-12-19,4,-2.9,59,1.8,1286,-9.8,0,0,2.6
438,2017-12-19,5,-3.9,66,0.7,1209,-9.3,0,0,2.6
439,2017-12-19,6,-4.3,70,1.6,1169,-8.9,0,0,2.6
440,2017-12-19,7,-4.4,64,2.8,1367,-10.1,0,0,2.6
441,2017-12-19,8,-5.2,58,2.2,1594,-12.1,0,0,2.5
442,2017-12-19,9,-5.3,48,2.6,1810,-14.6,0.18,0,2.5
443,2017-12-19,10,-4.6,41,2.8,1815,-15.8,0.57,0,2.5
444,2017-12-19,11,-3.5,35,2.2,1742,-16.7,0.87,0,2.5
445,2017-12-19,12,-2.5,31,2.6,1778,-17.3,1.08,0,2.3
446,2017-12-19,13,-2.2,25,3.2,1970,-19.6,1.17,0,2.2
447,2017-12-19,14,-2.2,23,3.7,1971,-20.5,1.09,0,2.2
448,2017-12-19,15,-1.3,26,3,2000,-18.3,0.91,0,2.1
449,2017-12-19,16,-1.8,31,3.1,1993,-16.7,0.56,0,2
450,2017-12-19,17,-2.7,35,1.8,2000,-16,0.18,0,2
451,2017-12-19,18,-3.8,42,3.3,2000,-14.8,0,0,2
452,2017-12-19,19,-4.5,51,2,2000,-13.1,0,0,2
453,2017-12-19,20,-4.9,55,2,2000,-12.5,NA,0,2
454,2017-12-19,21,-5,57,1.9,2000,-12.2,0,0,2
455,2017-12-19,22,NA,56,1.5,2000,-12.9,0,0,2
456,2017-12-19,23,-5.8,57,1.7,2000,-12.9,0,0,2
457,2017-12-20,0,-6.5,63,1.5,1666,-12.3,0,0,2
458,2017-12-20,1,-7.3,67,1.1,1593,-12.3,0,0,2
459,2017-12-20,2,-7.8,68,0.9,1642,-12.6,0,0,2
460,2017-12-20,3,-8.1,70,1.3,1557,-12.6,0,0,2
461,2017-12-20,4,-8.5,73,1,1723,-12.4,0,0,2
462,2017-12-20,5,-8.3,NA,0.9,1566,-13.3,0,0,2
463,2017-12-20,6,-8.2,66,0.9,1718,-13.4,0,0,2
464,2017-12-20,7,-8.1,67,0.9,1737,-13.1,0,0,2
465,2017-12-20,8,NA,65,1.1,1738,-13.2,0,0,2
466,2017-12-20,9,-6.7,62,1.1,1749,-12.7,0.09,0,2
467,2017-12-20,10,-5.4,56,1.1,1751,-12.8,0.28,0,2
468,2017-12-20,11,-4.2,51,1.1,1772,-12.8,0.4,0,1.9
469,2017-12-20,12,-3.2,49,1.3,1723,-12.4,0.53,0,1.9
470,2017-12-20,13,NA,43,1,1777,-12.3,0.8,0,1.7
471,2017-12-20,14,-0.5,44,1,1793,-11.2,0.71,0,1.7
472,2017-12-20,15,-0.2,45,1,1852,-10.7,0.41,0,1.6
473,2017-12-20,16,-0.5,48,1.1,1722,-10.1,0.12,0,1.6
474,2017-12-20,17,-0.9,70,1.1,299,-5.6,0.02,0,2.2
475,2017-12-20,18,-1.4,79,1.6,702,-4.5,0,0.1,2.2
476,2017-12-20,19,-1.5,81,1.8,751,-4.3,0,0,2.2
477,2017-12-20,20,-1.9,86,0.9,700,-3.9,0,0,2.4
478,2017-12-20,21,-2,83,1.2,904,-4.5,0,0.1,2.4
479,2017-12-20,22,-1.6,82,0.4,929,-4.2,0,0,2.3
480,2017-12-20,23,-1.1,87,1.4,349,-2.9,0,0,2.2
481,2017-12-21,0,-1.3,90,2,259,-2.7,0,0,2.2
482,2017-12-21,1,-1.8,90,1.6,263,-3.2,0,0,2.2
483,2017-12-21,2,-2.2,88,1.4,348,-3.9,0,0,2.2
484,2017-12-21,3,-2.9,89,1.3,288,NA,0,0,2.2
485,2017-12-21,4,-3.6,91,1.2,241,-4.8,0,0,2.2
486,2017-12-21,5,-4.3,91,1.5,233,-5.5,0,0,2.2
487,2017-12-21,6,-4.8,91,1.1,266,-6,0,NA,2.2
488,2017-12-21,7,-5.3,90,1.1,311,-6.6,0,0,2.2
489,2017-12-21,8,-5.6,89,0.9,371,-7.1,0,0,2.2
490,2017-12-21,9,-5.3,88,0.4,463,-6.9,0.21,0,2.2
491,2017-12-21,10,-3,71,0.7,608,-7.5,0.67,0,2.1
492,2017-12-21,11,-0.7,62,0.7,519,-7,0.77,NA,2
493,2017-12-21,12,1.9,40,2,1835,-10.3,1.04,0,1.9
494,2017-12-21,13,3.2,42,1.8,1349,-8.5,1.08,0,1.8
495,2017-12-21,14,4.3,47,2.3,953,-6,0.96,0,1.6
496,2017-12-21,15,4.4,46,1.4,1113,-6.2,0.78,0,1
497,2017-12-21,16,4.1,51,1.8,1112,-5.1,0.48,0,0.9
498,2017-12-21,17,2.9,60,1.3,1193,-4.1,0.16,0,0.8
499,2017-12-21,18,1.7,64,1.3,1140,-4.3,0,0,0.8
500,2017-12-21,19,NA,71,0.9,923,-3.8,0,0,0.8
501,2017-12-21,20,NA,72,0.7,990,-4.2,0,0,0.8
502,2017-12-21,21,-0.4,74,0.6,1065,-4.4,0,0,0.8
503,2017-12-21,22,-1.1,78,0.6,865,-4.4,0,0,0.8
504,2017-12-21,23,-1.5,79,0.6,821,-4.6,0,0,0.8
505,2017-12-22,0,-1.7,79,0.5,794,-4.8,0,0,0.8
506,2017-12-22,1,-1.6,79,0.6,784,-4.7,0,0,0.8
507,2017-12-22,2,-1.1,79,0.7,736,-4.2,0,0,0.8
508,2017-12-22,3,-0.6,76,0.5,789,-4.3,0,0,0.7
509,2017-12-22,4,-0.3,76,0.9,760,-4,0,0,0.7
510,2017-12-22,5,-0.2,73,0.8,880,-4.4,0,0,0.7
511,2017-12-22,6,-0.1,71,0.8,895,-4.7,0,0,0.7
512,2017-12-22,7,-0.3,72,0.7,919,-4.7,0,0,0.7
513,2017-12-22,8,-0.4,69,0.5,904,-5.4,0,0,0.7
514,2017-12-22,9,0.3,67,0.7,897,-5.1,0.03,0,0.6
515,2017-12-22,10,1.4,64,1,897,-4.6,0.25,0,0.5
516,2017-12-22,11,3.1,57,0.8,804,-4.6,0.63,0,0
517,2017-12-22,12,4.5,56,0.8,836,-3.5,0.71,0,0
518,2017-12-22,13,5.4,55,1.2,820,-2.9,0.66,0,0
519,2017-12-22,14,5.9,55,0.6,779,-2.4,0.48,0,0
520,2017-12-22,15,6.5,55,0.9,801,-1.9,0.38,0,0
521,2017-12-22,16,6,58,0.7,732,-1.6,0.19,0,0
522,2017-12-22,17,5.4,61,1.3,691,-1.5,0.08,0,0
523,2017-12-22,18,4.9,63,0.6,677,-1.5,0,0,0
524,2017-12-22,19,5.2,64,0.7,691,-1,0,0,0
525,2017-12-22,20,5.9,67,1.3,779,0.2,0,0,0
526,2017-12-22,21,NA,70,2.2,763,1,0,0,0
527,2017-12-22,22,6.1,70,2.7,806,1,0,0,0
528,2017-12-22,23,5.8,74,2.5,832,1.5,0,0,0
529,2017-12-23,0,5.8,75,1.9,788,1.7,0,0,0
530,2017-12-23,1,5.7,75,1.7,706,1.6,0,0,0
531,2017-12-23,2,5.6,76,1.6,641,1.6,0,0,0
532,2017-12-23,3,NA,77,1.6,583,1.6,0,0,0
533,2017-12-23,4,5.3,79,NA,506,1.9,0,0,0
534,2017-12-23,5,5,81,1.2,425,2,0,0,0
535,2017-12-23,6,5.1,81,1.3,375,2.1,0,0,0
536,2017-12-23,7,NA,82,0.7,334,2.2,0,0,0
537,2017-12-23,8,5.1,83,0.9,297,2.4,0,0,0
538,2017-12-23,9,5.2,84,0.7,226,2.7,0.03,0,0
539,2017-12-23,10,5.4,82,1.2,215,2.5,0.13,0,0
540,2017-12-23,11,5.7,81,1.1,192,2.6,0.18,0,0
541,2017-12-23,12,7,72,1.9,246,2.2,0.64,0,0
542,2017-12-23,13,7.7,68,1,249,2.1,0.58,0,0
543,2017-12-23,14,8.6,63,1.6,263,1.9,0.72,0,0
544,2017-12-23,15,8.6,64,1.5,269,2.1,0.57,0,0
545,2017-12-23,16,8.2,64,1,281,1.7,0.32,0,0
546,2017-12-23,17,7.7,67,0.9,264,1.9,0.11,0,0
547,2017-12-23,18,6.6,73,0.4,229,2,0,0,0
548,2017-12-23,19,6,76,1.1,219,2,0,0,0
549,2017-12-23,20,5.9,75,1.5,222,1.7,0,0,0
550,2017-12-23,21,5.6,77,0.9,212,1.8,0,0,0
551,2017-12-23,22,5.3,79,0.6,200,1.9,0,0,0
552,2017-12-23,23,5.5,80,0.6,185,2.3,0,0,0
553,2017-12-24,0,5.6,78,0.6,196,2,0,NA,0
554,2017-12-24,1,5.6,78,0.5,197,2,0,0,0
555,2017-12-24,2,5.4,80,0.9,190,2.2,0,0,0
556,2017-12-24,3,5.2,82,0.8,190,2.3,0,0,0
557,2017-12-24,4,5.2,82,0.7,189,2.3,0,0,0
558,2017-12-24,5,5.1,82,0.6,185,2.2,0,0,0
559,2017-12-24,6,4.9,84,1.3,159,2.4,0,0.1,0
560,2017-12-24,7,4.7,89,1.1,100,3,0,0,0
561,2017-12-24,8,4.6,91,1.7,95,3.2,0,0,0
562,2017-12-24,9,4.6,94,0.9,90,3.7,0,6.4,0
563,2017-12-24,10,4.8,96,0.6,87,4.2,0.04,0,0
564,2017-12-24,11,4.6,95,0.8,156,3.8,NA,0,0
565,2017-12-24,12,4.1,91,0.8,404,2.7,0.07,9.5,0
566,2017-12-24,13,3.7,90,0.7,744,2.2,0.15,0,0
567,2017-12-24,14,3.3,90,2.5,561,1.8,0.19,0,0
568,2017-12-24,15,2.9,90,2,380,1.4,0.08,3.5,0
569,2017-12-24,16,2.3,91,3.3,270,0.9,0.07,0,0
570,2017-12-24,17,2.2,86,NA,605,0,0.04,0,0
571,2017-12-24,18,1.9,82,4.3,699,-0.8,0.01,0.5,0
572,2017-12-24,19,1.1,68,4.4,695,-4.1,0,0,0
573,2017-12-24,20,0.6,67,3.3,506,-4.8,0,0,0
574,2017-12-24,21,0.4,69,3.5,477,-4.6,0,0,0
575,2017-12-24,22,0.2,69,2.7,565,-4.8,0,0,0
576,2017-12-24,23,0,63,3.2,884,-6.2,0,0,0
577,2017-12-25,0,-0.6,64,2.4,1010,-6.5,0,0,0
578,2017-12-25,1,-1.2,57,4.3,1429,-8.6,0,0,0
579,2017-12-25,2,-1.8,53,4.1,1825,-10.1,0,0,0
580,2017-12-25,3,-2.3,52,3.4,1947,-10.8,0,0,0
581,2017-12-25,4,-3,51,3.2,2000,-11.7,0,0,0
582,2017-12-25,5,-3.7,51,2.6,2000,-12.3,0,0,0
583,2017-12-25,6,-4.1,50,3,2000,-13,0,0,0
584,2017-12-25,7,-4.6,46,2.8,2000,-14.4,0,0,0
585,2017-12-25,8,-4.9,44,3,2000,-15.3,0,0,0
586,2017-12-25,9,-4.6,40,3.5,2000,-16.1,0.18,0,0
587,2017-12-25,10,-3.7,35,3.7,1937,-16.9,0.57,0,0
588,2017-12-25,11,-2.8,35,2.9,1984,-16.1,0.87,0,0
589,2017-12-25,12,-1.6,33,2.5,1874,-15.8,1.18,0,0
590,2017-12-25,13,-1.5,33,3.8,2000,-15.7,1.18,0,0
591,2017-12-25,14,-0.4,31,2,2000,-15.5,1.1,0,0
592,2017-12-25,15,0.4,28,2.5,2000,-16,0.9,0,0
593,2017-12-25,16,0.4,27,2,2000,-16.4,0.58,0,0
594,2017-12-25,17,-0.7,29,2,2000,-16.5,0.21,0,0
595,2017-12-25,18,-1.6,33,2,2000,-15.8,0,0,0
596,2017-12-25,19,-1.8,41,2.1,2000,-13.3,0,0,0
597,2017-12-25,20,-2.1,49,1.7,2000,-11.4,0,0,0
598,2017-12-25,21,-1.7,51,1.7,2000,-10.5,0,0,0
599,2017-12-25,22,-1.3,53,1.7,2000,-9.6,0,0,0
600,2017-12-25,23,-1,55,1.9,2000,-8.9,0,0,0
601,2017-12-26,0,-1.4,58,1,1880,-8.6,0,0,0
602,2017-12-26,1,-1.5,62,1.3,2000,-7.8,0,0,0
603,2017-12-26,2,-2.1,69,1,1995,-7,0,0,0
604,2017-12-26,3,-2.6,70,1,1992,-7.3,0,0,0
605,2017-12-26,4,-2.6,72,1.4,1929,-6.9,0,0,0
606,2017-12-26,5,-2.9,77,0.8,1833,-6.3,0,0,0
607,2017-12-26,6,-2.8,73,0.7,1906,-6.9,0,0,0
608,2017-12-26,7,-2.9,73,1.9,1911,-7,0,0,0
609,2017-12-26,8,-2.7,68,2.2,1919,-7.7,0,0,0
610,2017-12-26,9,-2.8,52,2.9,1895,-11.3,0.16,0,0
611,2017-12-26,10,-2.2,36,4.1,1930,-15.2,0.53,0,0
612,2017-12-26,11,-2.1,28,4.9,1887,-18.2,0.87,0,0
613,2017-12-26,12,-1.3,23,4,2000,-19.8,1.09,0,0
614,2017-12-26,13,-2,15,4.7,1970,-25.2,1.18,0,0
615,2017-12-26,14,-1.6,20,4.3,2000,-21.6,1.11,0,0
616,2017-12-26,15,-1.9,17,5,2000,-23.7,0.93,0,0
617,2017-12-26,16,-1.9,17,3.3,2000,-23.7,0.61,0,0
618,2017-12-26,17,-3.6,20,3.7,2000,-23.3,0.23,0,0
619,2017-12-26,18,-4.7,23,3.4,2000,-22.7,0.01,0,0
620,2017-12-26,19,-5.4,27,3,2000,-21.5,0,0,0
621,2017-12-26,20,-6.1,32,4.7,2000,-20.1,0,0,0
622,2017-12-26,21,-6.6,39,3.2,2000,-18.2,0,0,0
623,2017-12-26,22,-7.2,38,3.1,2000,-19.1,0,0,0
624,2017-12-26,23,-7.5,37,3.1,2000,-19.7,0,0,0
625,2017-12-27,0,-7.9,37,2.2,2000,-20,0,0,0
626,2017-12-27,1,-8.2,39,1.8,2000,-19.7,0,0,0
627,2017-12-27,2,-8.6,37,1.5,2000,-20.7,0,0,0
628,2017-12-27,3,-9.1,37,1,2000,-21.1,NA,0,0
629,2017-12-27,4,-9.1,33,2.3,2000,-22.4,0,0,0
630,2017-12-27,5,-9.4,36,1.9,2000,-21.7,0,0,0
631,2017-12-27,6,-9.8,37,1.7,2000,-21.7,0,0,0
632,2017-12-27,7,-10.1,38,2.3,2000,-21.7,0,0,0
633,2017-12-27,8,-10.2,35,1.8,2000,-22.7,0,0,0
634,2017-12-27,9,-9.8,33,2,1997,-23,0.17,0,0
635,2017-12-27,10,-8.5,29,2.4,1992,-23.4,0.56,0,0
636,2017-12-27,11,-6.8,28,2.1,1986,-22.3,0.88,0,0
637,2017-12-27,12,-5.5,21,2.1,1941,-24.4,1.08,0,0
638,2017-12-27,13,-4.7,18,3.7,2000,-25.4,1.16,0,0
639,2017-12-27,14,-4,18,2.4,2000,-24.8,1.09,0,0
640,2017-12-27,15,-3.1,16,2.2,2000,-25.4,0.9,0,0
641,2017-12-27,16,-3.2,23,2.7,2000,-21.4,0.57,0,0
642,2017-12-27,17,-4.2,26,2.2,2000,-20.8,0.2,0,0
643,2017-12-27,18,-5.2,32,2.2,2000,-19.3,0,0,0
644,2017-12-27,19,-5.5,31,2.1,2000,-19.9,NA,0,0
645,2017-12-27,20,-5.9,34,0.9,2000,-19.2,0,0,0
646,2017-12-27,21,-6.4,34,1.2,2000,-19.7,0,0,0
647,2017-12-27,22,-6.4,36,1.3,2000,-19,0,NA,0
648,2017-12-27,23,-6.3,39,0.9,2000,-18,0,0,0
649,2017-12-28,0,-6.5,41,1.7,2000,-17.6,0,0,0
650,2017-12-28,1,-6.6,39,1.4,2000,-18.2,0,0,0
651,2017-12-28,2,-6.6,34,1.8,2000,-19.8,0,0,0
652,2017-12-28,3,-6,32,2.5,2000,-20,0,0,0
653,2017-12-28,4,-5.8,32,1.6,2000,-19.8,0,0,0
654,2017-12-28,5,-5.7,28,1.2,2000,-21.3,0,0,0
655,2017-12-28,6,-5.5,24,0.5,2000,-22.9,0,0,0
656,2017-12-28,7,-5,31,0.5,2000,-19.5,0,0,0
657,2017-12-28,8,-4.7,30,0.6,2000,-19.6,0,0,0
658,2017-12-28,9,-4.3,38,0.7,1877,-16.5,0.04,0,0
659,2017-12-28,10,-3.4,33,1.3,1863,-17.4,0.33,0,0
660,2017-12-28,11,-2.1,34,1,1868,-15.8,0.65,0,0
661,2017-12-28,12,-0.8,38,1,1686,-13.3,0.75,0,0
662,2017-12-28,13,0.8,46,1.4,1598,-9.5,0.8,0,0
663,2017-12-28,14,0.8,55,1.8,1132,-7.2,0.59,0,0
664,2017-12-28,15,NA,57,2.4,1179,-7.1,0.36,0,0
665,2017-12-28,16,0.3,57,2.3,1204,-7.2,0.19,0,0
666,2017-12-28,17,0.2,58,2,1159,-7.1,0.08,0,0
667,2017-12-28,18,-0.6,62,1.6,1129,-6.9,0,0,0
668,2017-12-28,19,-0.4,62,0.9,1103,-6.8,0,0,0
669,2017-12-28,20,-0.3,62,1.3,1040,-6.7,0,0,0
670,2017-12-28,21,-0.2,62,0.6,986,-6.6,0,0,0
671,2017-12-28,22,0,63,1.3,968,-6.2,0,0,0
672,2017-12-28,23,0.1,63,1.1,1003,-6.1,0,0,0
673,2017-12-29,0,0.2,63,0.7,925,-6,0,0,0
674,2017-12-29,1,0.3,63,0.7,760,-5.9,0,0,0
675,2017-12-29,2,0.5,63,1,691,-5.7,0,0,0
676,2017-12-29,3,0.6,NA,0.4,731,-5.4,0,0,0
677,2017-12-29,4,0.6,65,0.4,712,-5.2,0,0,0
678,2017-12-29,5,0.7,66,0.7,687,-4.9,0,0,0
679,2017-12-29,6,0.8,68,0.6,673,-4.4,0,0,0
680,2017-12-29,7,0.9,67,0.6,658,-4.5,0,0,0
681,2017-12-29,8,1,68,0.6,624,-4.2,0,0,0
682,2017-12-29,9,1.2,67,0.2,591,-4.2,0.06,0,0
683,2017-12-29,10,1.9,65,0.3,562,-3.9,0.17,0,0
684,2017-12-29,11,3.1,62,1.1,517,-3.4,0.29,0,0
685,2017-12-29,12,4.3,62,1.6,472,-2.3,0.52,0,0
686,2017-12-29,13,5.2,58,2.5,435,-2.4,0.81,0,0
687,2017-12-29,14,5.7,54,3.5,418,-2.9,0.83,0,0
688,2017-12-29,15,5.7,53,2.7,408,-3.1,0.65,0,0
689,2017-12-29,16,5.4,56,2.2,396,-2.6,0.39,0,0
690,2017-12-29,17,4.5,59,1.6,384,-2.8,0.14,0,0
691,2017-12-29,18,3.6,62,1.4,389,-3,0.01,0,0
692,2017-12-29,19,2.7,68,1.2,348,-2.6,0,0,0
693,2017-12-29,20,1.7,73,0.5,332,-2.6,0,0,0
694,2017-12-29,21,1,77,1.5,297,-2.5,0,0,0
695,2017-12-29,22,0.8,77,1.4,293,-2.7,0,0,0
696,2017-12-29,23,0.3,80,0.8,264,-2.7,0,0,0
697,2017-12-30,0,-0.4,83,1.2,247,-2.9,0,0,0
698,2017-12-30,1,-0.5,83,0.7,244,-3,0,0,0
699,2017-12-30,2,-0.9,84,0.6,230,-3.2,0,0,0
700,2017-12-30,3,-1.1,83,0.8,237,-3.6,0,0,0
701,2017-12-30,4,-1.1,83,0.7,242,-3.6,0,0,0
702,2017-12-30,5,-1.2,81,0.8,258,-4,NA,0,0
703,2017-12-30,6,-1.1,81,1,253,-3.9,0,0,0
704,2017-12-30,7,-0.7,79,0.7,259,-3.8,0,0,0
705,2017-12-30,8,-0.4,78,0.5,249,-3.7,0,0,0
706,2017-12-30,9,0.2,76,1.3,249,-3.5,0.03,0,0
707,2017-12-30,10,0.8,73,0.5,248,-3.4,0.15,0,0
708,2017-12-30,11,2,69,1,257,-3.1,0.32,0,0
709,2017-12-30,12,3.2,64,0.8,258,-2.9,0.47,0,0
710,2017-12-30,13,4,62,1,256,-2.6,0.51,0,0
711,2017-12-30,14,4.3,60,1.2,272,-2.7,0.4,0,0
712,2017-12-30,15,4.3,61,0.7,274,-2.5,0.23,0,0
713,2017-12-30,16,4.1,63,0.7,263,-2.3,0.13,0,0
714,2017-12-30,17,3.8,64,0.9,250,-2.3,0.01,0,0
715,2017-12-30,18,3,84,1.7,137,0.5,0,0.3,0
716,2017-12-30,19,2.3,89,0.6,96,0.6,0,0,0
717,2017-12-30,20,1.9,NA,0.9,88,0.4,0,0,0
718,2017-12-30,21,1.8,92,1.1,109,0.6,0,0.2,0
719,2017-12-30,22,NA,92,1.2,94,0.6,0,0,0
720,2017-12-30,23,1.4,92,1.9,73,0.2,0,0,0
721,2017-12-31,0,0.9,95,1.8,63,0.1,0,0.2,0.2
722,2017-12-31,1,0.5,95,2.1,79,-0.2,0,0,0.6
723,2017-12-31,2,0.4,95,1.7,110,-0.3,0,0,1.2
724,2017-12-31,3,0.3,91,NA,172,-1,0,1,1.2
725,2017-12-31,4,-0.2,87,3.5,246,-2.1,0,0,1.2
726,2017-12-31,5,-0.8,85,2.8,329,-3,0,0,1.2
727,2017-12-31,6,-1.3,84,2.4,425,-3.6,0,0,1.2
728,2017-12-31,7,-1.8,86,1.7,367,-3.8,0,0,1.2
729,2017-12-31,8,-2.1,86,1.4,354,-4.1,0,0,1.2
730,2017-12-31,9,-1.9,82,1.6,410,-4.5,0.15,0,1.2
731,2017-12-31,10,-0.5,NA,1.7,609,-4.7,0.53,0,1.1
732,2017-12-31,11,0.8,62,2.8,801,-5.6,0.88,0,1.1
733,2017-12-31,12,NA,47,4.5,1388,-8.7,1.1,0,1
734,2017-12-31,13,2.5,36,3.7,1578,-11,1.15,0,0.7
735,2017-12-31,14,3,28,3.8,1956,-13.7,1.1,0,0
736,2017-12-31,15,3.1,25,3.9,2000,-15,0.9,0,0
737,2017-12-31,16,2.7,26,2.7,2000,-14.9,0.59,0,0
738,2017-12-31,17,1.7,30,2.9,2000,-14,0.22,0,0
739,2017-12-31,18,0.7,31,2.3,2000,-14.5,0.01,0,0
740,2017-12-31,19,0,31,2.2,2000,-15.1,0,0,0
741,2017-12-31,20,-1,32,0.9,2000,-15.6,0,0,0
742,2017-12-31,21,-1.6,35,1,2000,-15.1,0,0,0
743,2017-12-31,22,-2.1,36,1.7,2000,-15.2,0,0,0
744,2017-12-31,23,-2.6,40,0.6,2000,-14.3,NA,0,0
745,2018-01-01,0,-3.2,40,0.5,1358,-14.9,0,0,0
746,2018-01-01,1,-3.3,41,0.7,2000,-14.7,0,0,0
747,2018-01-01,2,-3.7,42,0.9,2000,-14.7,0,0,0
748,2018-01-01,3,-4,44,1,2000,-14.4,0,0,0
749,2018-01-01,4,-4.2,53,1.1,1994,-12.3,0,0,0
750,2018-01-01,5,-4.4,54,0.8,1786,-12.3,0,0,0
751,2018-01-01,6,-4.5,51,1.1,2000,-13.1,0,0,0
752,2018-01-01,7,-4.7,56,1.1,2000,-12.1,0,0,0
753,2018-01-01,8,-5,55,1,2000,-12.6,0,0,0
754,2018-01-01,9,-4.3,39,0.7,1973,-16.2,0.15,0,0
755,2018-01-01,10,-1.6,32,0.8,1766,-16.1,0.53,0,0
756,2018-01-01,11,0.1,27,2.2,1874,-16.7,0.84,0,0
757,2018-01-01,12,1.5,20,2.8,1992,-19,1.03,0,0
758,2018-01-01,13,2.4,22,2.3,1921,-17.2,1.1,0,0
759,2018-01-01,14,3.7,24,2.1,1906,-15,1.01,0,0
760,2018-01-01,15,3,27,2.9,1715,-14.2,0.78,0,0
761,2018-01-01,16,3,28,2.5,1864,-13.7,0.51,0,0
762,2018-01-01,17,1.8,33,3.3,1913,-12.8,0.18,0,0
763,2018-01-01,18,0.8,34,1.9,1887,-13.3,0.01,0,0
764,2018-01-01,19,-0.1,39,1.3,1911,-12.4,NA,0,0
765,2018-01-01,20,-0.3,40,1.2,1936,-12.2,0,0,0
766,2018-01-01,21,-0.9,44,1.2,1871,-11.6,0,0,0
767,2018-01-01,22,-1.3,48,0.8,1927,-10.9,0,0,0
768,2018-01-01,23,-1.6,51,0.7,1882,-10.4,0,0,0
769,2018-01-02,0,-1.8,54,1.1,1772,-9.8,0,0,0
770,2018-01-02,1,-2.1,56,0.8,1732,-9.7,0,0,0
771,2018-01-02,2,-2.3,62,0.9,1560,NA,0,0,0
772,2018-01-02,3,-2.5,62,0.4,1626,-8.7,0,0,0
773,2018-01-02,4,-2.7,67,0.5,1302,-7.9,0,0,0
774,2018-01-02,5,-3.1,67,0.6,1384,-8.3,0,0,0
775,2018-01-02,6,-3.2,67,0.4,1409,-8.4,0,0,0
776,2018-01-02,7,-3.2,69,0.5,1249,-8,0,0,0
777,2018-01-02,8,-3.4,71,0.8,1179,-7.9,0,0,0
778,2018-01-02,9,-3.1,66,0.2,1168,-8.5,0.12,0,0
779,2018-01-02,10,-1.4,50,1.9,1355,-10.5,0.38,0,0
